source,conditionName,url,alternativeName,overviewFile,treatmentFile,recoveryFile,,
NHS,Acute myeloid leukaemia,https://www.nhs.uk/conditions/acute-myeloid-leukaemia/,Acute myeloid leukaemia,Acute myeloid leukaemia_overview.html,Acute myeloid leukaemia_treatment.html,https://www.nhs.uk/conditions/acute-myeloid-leukaemia/treatment/,,
NHS,Acute pancreatitis,https://www.nhs.uk/conditions/acute-pancreatitis/,Acute pancreatitis,Acute pancreatitis_overview.html,Acute pancreatitis_treatment.html,https://www.nhs.uk/conditions/acute-pancreatitis/treatment/,,
NHS,Acute respiratory distress syndrome,https://www.nhs.uk/conditions/acute-respiratory-distress-syndrome/,Acute respiratory distress syndrome,Acute respiratory distress syndrome_overview.html,,,,
NHS,Addison's disease,https://www.nhs.uk/conditions/addisons-disease/,Addison's disease,Addison's disease_overview.html,Addison's disease_treatment.html,https://www.nhs.uk/conditions/addisons-disease/treatment/,,
NHS,Adenoidectomy,https://www.nhs.uk/conditions/adenoids-and-adenoidectomy/,Adenoidectomy,Adenoidectomy_overview.html,,,,
NHS,Age-related cataracts,https://www.nhs.uk/conditions/cataracts/,Age-related cataracts,Age-related cataracts_overview.html,,,,
NHS,Age-related macular degeneration (AMD),https://www.nhs.uk/conditions/age-related-macular-degeneration-amd/,Age-related macular degeneration (AMD),Age-related macular degeneration (AMD)_overview.html,,,,
NHS,Agoraphobia,https://www.nhs.uk/conditions/agoraphobia/,Overview - Agoraphobia,Agoraphobia_overview.html,,,,
NHS,Air or gas embolism,https://www.nhs.uk/conditions/air-embolism/,Air or gas embolism,Air or gas embolism_overview.html,,,,
NHS,Albinism,https://www.nhs.uk/conditions/albinism/,Albinism,Albinism_overview.html,,,,
NHS,Alcohol misuse,https://www.nhs.uk/conditions/alcohol-misuse/,Alcohol misuse,Alcohol misuse_overview.html,Alcohol misuse_treatment.html,https://www.nhs.uk/conditions/alcohol-misuse/treatment/,,
NHS,Alcohol poisoning,https://www.nhs.uk/conditions/alcohol-poisoning/,Alcohol poisoning,Alcohol poisoning_overview.html,,,,
NHS,Alcohol-related liver disease,https://www.nhs.uk/conditions/alcohol-related-liver-disease-arld/,Alcohol-related liver disease,Alcohol-related liver disease_overview.html,Alcohol-related liver disease_treatment.html,https://www.nhs.uk/conditions/alcohol-related-liver-disease-arld/treatment/,,
NHS,Alexander technique,https://www.nhs.uk/conditions/alexander-technique/,Alexander technique,Alexander technique_overview.html,,,,
NHS,Alkaptonuria,https://www.nhs.uk/conditions/alkaptonuria/,Alkaptonuria,Alkaptonuria_overview.html,,,,
NHS,Allergic rhinitis,https://www.nhs.uk/conditions/allergic-rhinitis/,Allergic rhinitis,Allergic rhinitis_overview.html,Allergic rhinitis_treatment.html,https://www.nhs.uk/conditions/allergic-rhinitis/treatment/,,
NHS,Allergies,https://www.nhs.uk/conditions/allergies/,Allergies,Allergies_overview.html,Allergies_treatment.html,https://www.nhs.uk/conditions/allergies/treatment/,,
NHS,Altitude sickness,https://www.nhs.uk/conditions/altitude-sickness/,Altitude sickness,Altitude sickness_overview.html,,,,
NHS,Alzheimer's disease,https://www.nhs.uk/conditions/alzheimers-disease/,Alzheimer's disease,Alzheimer's disease_overview.html,Alzheimer's disease_treatment.html,https://www.nhs.uk/conditions/alzheimers-disease/treatment/,,
NHS,"Amblyopia, see Lazy eye",https://www.nhs.uk/conditions/lazy-eye/,Lazy eye,"Amblyopia, see Lazy eye_overview.html","Amblyopia, see Lazy eye_treatment.html",https://www.nhs.uk/conditions/lazy-eye/treatment/,,
NHS,"Amnesia, see Memory loss (amnesia)",https://www.nhs.uk/conditions/memory-loss-amnesia/,Memory loss (amnesia),"Amnesia, see Memory loss (amnesia)_overview.html",,,,
NHS,Amniocentesis,https://www.nhs.uk/conditions/amniocentesis/,Amniocentesis,Amniocentesis_overview.html,,,,
NHS,Amputation,https://www.nhs.uk/conditions/amputation/,Amputation,Amputation_overview.html,,,,
NHS,Amyloidosis,https://www.nhs.uk/conditions/amyloidosis/,Amyloidosis,Amyloidosis_overview.html,,,,
NHS,Anabolic steroid misuse,https://www.nhs.uk/conditions/anabolic-steroid-misuse/,Anabolic steroid misuse,Anabolic steroid misuse_overview.html,,,,
NHS,"Anaemia (iron deficiency), see Iron deficiency anaemia",https://www.nhs.uk/conditions/iron-deficiency-anaemia/,Iron deficiency anaemia,"Anaemia (iron deficiency), see Iron deficiency anaemia_overview.html",,,,
NHS,"Anaemia (vitamin B12 or folate deficiency), see Vitamin B12 or folate deficiency anaemia",https://www.nhs.uk/conditions/vitamin-b12-or-folate-deficiency-anaemia/,Vitamin B12 or folate deficiency anaemia,"Anaemia (vitamin B12 or folate deficiency), see Vitamin B12 or folate deficiency anaemia_overview.html","Anaemia (vitamin B12 or folate deficiency), see Vitamin B12 or folate deficiency anaemia_treatment.html",https://www.nhs.uk/conditions/vitamin-b12-or-folate-deficiency-anaemia/treatment/,,
NHS,Anaesthesia,https://www.nhs.uk/conditions/anaesthesia/,Anaesthesia,Anaesthesia_overview.html,,,,
NHS,Anal cancer,https://www.nhs.uk/conditions/anal-cancer/,Anal cancer,Anal cancer_overview.html,Anal cancer_treatment.html,https://www.nhs.uk/conditions/anal-cancer/treatment/,,
NHS,Anal fissure,https://www.nhs.uk/conditions/anal-fissure/,Anal fissure,Anal fissure_overview.html,Anal fissure_treatment.html,https://www.nhs.uk/conditions/anal-fissure/treatment/,,
NHS,Anal fistula,https://www.nhs.uk/conditions/anal-fistula/,Anal fistula,Anal fistula_overview.html,Anal fistula_treatment.html,https://www.nhs.uk/conditions/anal-fistula/treatment/,,
NHS,Anal pain,https://www.nhs.uk/conditions/anal-pain/,Anal pain,Anal pain_overview.html,,,,
NHS,Anaphylaxis,https://www.nhs.uk/conditions/anaphylaxis/,Anaphylaxis,Anaphylaxis_overview.html,Anaphylaxis_treatment.html,https://www.nhs.uk/conditions/anaphylaxis/treatment/,,
NHS,Androgen insensitivity syndrome,https://www.nhs.uk/conditions/androgen-insensitivity-syndrome/,Androgen insensitivity syndrome,Androgen insensitivity syndrome_overview.html,,,,
NHS,"Aneurysm (abdominal aortic), see Abdominal aortic aneurysm",https://www.nhs.uk/conditions/abdominal-aortic-aneurysm/,Abdominal aortic aneurysm,"Aneurysm (abdominal aortic), see Abdominal aortic aneurysm_overview.html","Aneurysm (abdominal aortic), see Abdominal aortic aneurysm_treatment.html",https://www.nhs.uk/conditions/abdominal-aortic-aneurysm/treatment/,,
NHS,"Aneurysm (brain), see Brain aneurysm",https://www.nhs.uk/conditions/brain-aneurysm/,Brain aneurysm,"Aneurysm (brain), see Brain aneurysm_overview.html","Aneurysm (brain), see Brain aneurysm_treatment.html",https://www.nhs.uk/conditions/brain-aneurysm/treatment/,,
NHS,Angelman syndrome,https://www.nhs.uk/conditions/angelman-syndrome/,Angelman syndrome,Angelman syndrome_overview.html,,,,
NHS,Angina,https://www.nhs.uk/conditions/angina/,Angina,Angina_overview.html,Angina_treatment.html,https://www.nhs.uk/conditions/angina/treatment/,,
NHS,Angioedema,https://www.nhs.uk/conditions/angioedema/,Angioedema,Angioedema_overview.html,Angioedema_treatment.html,https://www.nhs.uk/conditions/angioedema/treatment/,,
NHS,Angiography,https://www.nhs.uk/conditions/angiography/,Angiography,Angiography_overview.html,,,,
NHS,"Angioplasty, see Coronary angioplasty and stent insertion",https://www.nhs.uk/conditions/coronary-angioplasty/,Coronary angioplasty and stent insertion,"Angioplasty, see Coronary angioplasty and stent insertion_overview.html",,"Angioplasty, see Coronary angioplasty and stent insertion_recovery.html",https://www.nhs.uk/conditions/coronary-angioplasty/recovery/,
NHS,"Ankle pain, see Foot pain",https://www.nhs.uk/conditions/foot-pain/,Additional links to review,"Ankle pain, see Foot pain_overview.html",,,,
NHS,Ankylosing spondylitis,https://www.nhs.uk/conditions/ankylosing-spondylitis/,Ankylosing spondylitis,Ankylosing spondylitis_overview.html,Ankylosing spondylitis_treatment.html,https://www.nhs.uk/conditions/ankylosing-spondylitis/treatment/,,
NHS,Anorexia nervosa,https://www.nhs.uk/conditions/anorexia/,Overview - Anorexia,Anorexia nervosa_overview.html,,,,
NHS,Anosmia,https://www.nhs.uk/conditions/anosmia/,Lost or changed sense of smell,Anosmia_overview.html,,,,
NHS,"Anosmia, see Lost or changed sense of smell",https://www.nhs.uk/conditions/lost-or-changed-sense-smell/,Lost or changed sense of smell,"Anosmia, see Lost or changed sense of smell_overview.html",,,,
NHS,Antacids,https://www.nhs.uk/conditions/antacids/,Antacids,Antacids_overview.html,,,,
NHS,Antibiotics,https://www.nhs.uk/conditions/antibiotics/,Antibiotics,Antibiotics_overview.html,,,,
NHS,Anticoagulant medicines,https://www.nhs.uk/conditions/anticoagulants/,Anticoagulant medicines,Anticoagulant medicines_overview.html,,,,
NHS,Antidepressants,https://www.nhs.uk/conditions/antidepressants/,Overview - Antidepressants,Antidepressants_overview.html,,,,
NHS,Antifungal medicines,https://www.nhs.uk/conditions/antifungal-medicines/,Antifungal medicines,Antifungal medicines_overview.html,,,,
NHS,Antihistamines,https://www.nhs.uk/conditions/antihistamines/,Antihistamines,Antihistamines_overview.html,,,,
NHS,Antiphospholipid syndrome (APS),https://www.nhs.uk/conditions/antiphospholipid-syndrome/,Antiphospholipid syndrome (APS),Antiphospholipid syndrome (APS)_overview.html,Antiphospholipid syndrome (APS)_treatment.html,https://www.nhs.uk/conditions/antiphospholipid-syndrome/treatment/,,
NHS,Antisocial personality disorder,https://www.nhs.uk/conditions/antisocial-personality-disorder/,Antisocial personality disorder,Antisocial personality disorder_overview.html,,,,
NHS,"Anus (itchy), see Itchy bottom",https://www.nhs.uk/conditions/itchy-anus/,Itchy bottom,"Anus (itchy), see Itchy bottom_overview.html",,,,
NHS,"Anxiety disorder in adults, see Generalised anxiety disorder in adults",https://www.nhs.uk/conditions/generalised-anxiety-disorder/,Overview - Generalised anxiety disorder in adults,"Anxiety disorder in adults, see Generalised anxiety disorder in adults_overview.html",,,,
NHS,Anxiety disorders in children,https://www.nhs.uk/conditions/anxiety-disorders-in-children/,Anxiety disorders in children,Anxiety disorders in children_overview.html,,,,
NHS,Aortic valve replacement,https://www.nhs.uk/conditions/aortic-valve-replacement/,Aortic valve replacement,Aortic valve replacement_overview.html,,Aortic valve replacement_recovery.html,https://www.nhs.uk/conditions/aortic-valve-replacement/recovery/,
NHS,Aphasia,https://www.nhs.uk/conditions/aphasia/,Aphasia,Aphasia_overview.html,Aphasia_treatment.html,https://www.nhs.uk/conditions/aphasia/treatment/,,
NHS,Appendicitis,https://www.nhs.uk/conditions/appendicitis/,Appendicitis,Appendicitis_overview.html,Appendicitis_treatment.html,https://www.nhs.uk/conditions/appendicitis/treatment/,,
NHS,Arrhythmia,https://www.nhs.uk/conditions/arrhythmia/,Arrhythmia,Arrhythmia_overview.html,,,,
NHS,Arterial thrombosis,https://www.nhs.uk/conditions/arterial-thrombosis/,Arterial thrombosis,Arterial thrombosis_overview.html,,,,
NHS,Arthritis,https://www.nhs.uk/conditions/arthritis/,Arthritis,Arthritis_overview.html,,,,
NHS,Arthroscopy,https://www.nhs.uk/conditions/arthroscopy/,Arthroscopy,Arthroscopy_overview.html,,Arthroscopy_recovery.html,https://www.nhs.uk/conditions/arthroscopy/recovery/,
NHS,Asbestosis,https://www.nhs.uk/conditions/asbestosis/,Asbestosis,Asbestosis_overview.html,,,,
NHS,"Asperger's, see Autism",https://www.nhs.uk/conditions/autism/,Additional links to review,"Asperger's, see Autism_overview.html",,,,
NHS,Aspergillosis,https://www.nhs.uk/conditions/aspergillosis/,Aspergillosis,Aspergillosis_overview.html,,,,
NHS,Aspirin,https://www.nhs.uk/conditions/aspirin/,Additional links to review,Aspirin_overview.html,,,,
NHS,Asthma,https://www.nhs.uk/conditions/asthma/,Asthma,Asthma_overview.html,Asthma_treatment.html,https://www.nhs.uk/conditions/asthma/treatment/,,
NHS,Astigmatism,https://www.nhs.uk/conditions/astigmatism/,Astigmatism,Astigmatism_overview.html,,,,
NHS,Ataxia,https://www.nhs.uk/conditions/ataxia/,Ataxia,Ataxia_overview.html,Ataxia_treatment.html,https://www.nhs.uk/conditions/ataxia/treatment/,,
NHS,Atherosclerosis (arteriosclerosis),https://www.nhs.uk/conditions/atherosclerosis/,Atherosclerosis (arteriosclerosis),Atherosclerosis (arteriosclerosis)_overview.html,,,,
NHS,Athlete's foot,https://www.nhs.uk/conditions/athletes-foot/,Athlete's foot,Athlete's foot_overview.html,,,,
NHS,Atopic eczema,https://www.nhs.uk/conditions/atopic-eczema/,Atopic eczema,Atopic eczema_overview.html,Atopic eczema_treatment.html,https://www.nhs.uk/conditions/atopic-eczema/treatment/,,
NHS,Atrial fibrillation,https://www.nhs.uk/conditions/atrial-fibrillation/,Atrial fibrillation,Atrial fibrillation_overview.html,Atrial fibrillation_treatment.html,https://www.nhs.uk/conditions/atrial-fibrillation/treatment/,,
NHS,Attention deficit hyperactivity disorder (ADHD),https://www.nhs.uk/conditions/attention-deficit-hyperactivity-disorder-adhd/,Attention deficit hyperactivity disorder (ADHD),Attention deficit hyperactivity disorder (ADHD)_overview.html,Attention deficit hyperactivity disorder (ADHD)_treatment.html,https://www.nhs.uk/conditions/attention-deficit-hyperactivity-disorder-adhd/treatment/,,
NHS,Auditory processing disorder (APD),https://www.nhs.uk/conditions/auditory-processing-disorder/,Auditory processing disorder (APD),Auditory processing disorder (APD)_overview.html,,,,
NHS,Autism,https://www.nhs.uk/conditions/autism/,Additional links to review,Autism_overview.html,,,,
NHS,Autosomal dominant polycystic kidney disease,https://www.nhs.uk/conditions/autosomal-dominant-polycystic-kidney-disease-adpkd/,Autosomal dominant polycystic kidney disease,Autosomal dominant polycystic kidney disease_overview.html,Autosomal dominant polycystic kidney disease_treatment.html,https://www.nhs.uk/conditions/autosomal-dominant-polycystic-kidney-disease-adpkd/treatment/,,
NHS,Autosomal recessive polycystic kidney disease,https://www.nhs.uk/conditions/autosomal-recessive-polycystic-kidney-disease-arpkd/,Autosomal recessive polycystic kidney disease,Autosomal recessive polycystic kidney disease_overview.html,Autosomal recessive polycystic kidney disease_treatment.html,https://www.nhs.uk/conditions/autosomal-recessive-polycystic-kidney-disease-arpkd/treatment/,,
NHS,"Avian flu, see Bird flu",https://www.nhs.uk/conditions/bird-flu/,Bird flu,"Avian flu, see Bird flu_overview.html",,,,
NHS,Baby,https://www.nhs.uk/conditions/baby/,Additional links to review,Baby_overview.html,,,,
NHS,Back pain,https://www.nhs.uk/conditions/back-pain/,Back pain,Back pain_overview.html,Back pain_treatment.html,https://www.nhs.uk/conditions/back-pain/treatment/,,
NHS,Bacterial vaginosis,https://www.nhs.uk/conditions/bacterial-vaginosis/,Bacterial vaginosis,Bacterial vaginosis_overview.html,,,,
NHS,Bad breath,https://www.nhs.uk/conditions/bad-breath/,Bad breath,Bad breath_overview.html,,,,
NHS,Baker's cyst,https://www.nhs.uk/conditions/bakers-cyst/,Baker's cyst,Baker's cyst_overview.html,Baker's cyst_treatment.html,https://www.nhs.uk/conditions/bakers-cyst/treatment/,,
NHS,Balanitis,https://www.nhs.uk/conditions/balanitis/,Balanitis,Balanitis_overview.html,,,,
NHS,Barium enema,https://www.nhs.uk/conditions/barium-enema/,Barium enema,Barium enema_overview.html,,,,
NHS,Bartholin's cyst,https://www.nhs.uk/conditions/bartholins-cyst/,Bartholin's cyst,Bartholin's cyst_overview.html,Bartholin's cyst_treatment.html,https://www.nhs.uk/conditions/bartholins-cyst/treatment/,,
NHS,"Basal cell carcinoma, see Skin cancer (non-melanoma)",https://www.nhs.uk/conditions/non-melanoma-skin-cancer/,Skin cancer (non-melanoma),"Basal cell carcinoma, see Skin cancer (non-melanoma)_overview.html","Basal cell carcinoma, see Skin cancer (non-melanoma)_treatment.html",https://www.nhs.uk/conditions/non-melanoma-skin-cancer/treatment/,,
NHS,Bedbugs,https://www.nhs.uk/conditions/bedbugs/,Bedbugs,Bedbugs_overview.html,,,,
NHS,Bedwetting in children,https://www.nhs.uk/conditions/bedwetting/,Bedwetting in children,Bedwetting in children_overview.html,,,,
NHS,Behçet's disease,https://www.nhs.uk/conditions/behcets-disease/,Behçet's disease,Behçet's disease_overview.html,Behçet's disease_treatment.html,https://www.nhs.uk/conditions/behcets-disease/treatment/,,
NHS,"Being sick, see Diarrhoea and vomiting",https://www.nhs.uk/conditions/diarrhoea-and-vomiting/,Diarrhoea and vomiting,"Being sick, see Diarrhoea and vomiting_overview.html",,,,
NHS,Bell's palsy,https://www.nhs.uk/conditions/bells-palsy/,Bell's palsy,Bell's palsy_overview.html,,,,
NHS,Benign brain tumour (non-cancerous),https://www.nhs.uk/conditions/benign-brain-tumour/,Benign brain tumour (non-cancerous),Benign brain tumour (non-cancerous)_overview.html,Benign brain tumour (non-cancerous)_treatment.html,https://www.nhs.uk/conditions/benign-brain-tumour/treatment/,Benign brain tumour (non-cancerous)_recovery.html,https://www.nhs.uk/conditions/benign-brain-tumour/recovery/
NHS,Benign prostate enlargement,https://www.nhs.uk/conditions/prostate-enlargement/,Benign prostate enlargement,Benign prostate enlargement_overview.html,Benign prostate enlargement_treatment.html,https://www.nhs.uk/conditions/prostate-enlargement/treatment/,,
NHS,Beta blockers,https://www.nhs.uk/conditions/beta-blockers/,Beta blockers,Beta blockers_overview.html,,,,
NHS,Bile duct cancer (cholangiocarcinoma),https://www.nhs.uk/conditions/bile-duct-cancer/,Bile duct cancer (cholangiocarcinoma),Bile duct cancer (cholangiocarcinoma)_overview.html,Bile duct cancer (cholangiocarcinoma)_treatment.html,https://www.nhs.uk/conditions/bile-duct-cancer/treatment/,,
NHS,"Bilharzia, see Schistosomiasis (bilharzia)",https://www.nhs.uk/conditions/schistosomiasis/,Schistosomiasis (bilharzia),"Bilharzia, see Schistosomiasis (bilharzia)_overview.html",,,,
NHS,Binge eating disorder,https://www.nhs.uk/conditions/binge-eating/,Overview - Binge eating disorder,Binge eating disorder_overview.html,,,,
NHS,Biological and biosimilar medicines (biosimilars),https://www.nhs.uk/conditions/biological-and-biosimilar-medicines/,Biological and biosimilar medicines (biosimilars),Biological and biosimilar medicines (biosimilars)_overview.html,,,,
NHS,Biopsy,https://www.nhs.uk/conditions/biopsy/,Biopsy,Biopsy_overview.html,,Biopsy_recovery.html,https://www.nhs.uk/conditions/biopsy/recovery/,
NHS,Bipolar disorder,https://www.nhs.uk/conditions/bipolar-disorder/,Overview - Bipolar disorder,Bipolar disorder_overview.html,,,,
NHS,Bird flu,https://www.nhs.uk/conditions/bird-flu/,Bird flu,Bird flu_overview.html,,,,
NHS,Birthmarks,https://www.nhs.uk/conditions/birthmarks/,Birthmarks,Birthmarks_overview.html,,,,
NHS,"Bite (animal or human), see Animal and human bites",https://www.nhs.uk/conditions/animal-and-human-bites/,Animal and human bites,"Bite (animal or human), see Animal and human bites_overview.html",,,,
NHS,Black eye,https://www.nhs.uk/conditions/black-eye/,Black eye,Black eye_overview.html,,,,
NHS,Bladder cancer,https://www.nhs.uk/conditions/bladder-cancer/,Bladder cancer,Bladder cancer_overview.html,Bladder cancer_treatment.html,https://www.nhs.uk/conditions/bladder-cancer/treatment/,,
NHS,Bladder stones,https://www.nhs.uk/conditions/bladder-stones/,Bladder stones,Bladder stones_overview.html,Bladder stones_treatment.html,https://www.nhs.uk/conditions/bladder-stones/treatment/,,
NHS,"Bleeding after the menopause, see Postmenopausal bleeding",https://www.nhs.uk/conditions/post-menopausal-bleeding/,Postmenopausal bleeding,"Bleeding after the menopause, see Postmenopausal bleeding_overview.html",,,,
NHS,Bleeding from the bottom (rectal bleeding),https://www.nhs.uk/conditions/bleeding-from-the-bottom-rectal-bleeding/,Bleeding from the bottom (rectal bleeding),Bleeding from the bottom (rectal bleeding)_overview.html,,,,
NHS,Blepharitis,https://www.nhs.uk/conditions/blepharitis/,Blepharitis,Blepharitis_overview.html,,,,
NHS,Blindness and vision loss,https://www.nhs.uk/conditions/vision-loss/,Blindness and vision loss,Blindness and vision loss_overview.html,,,,
NHS,Blisters,https://www.nhs.uk/conditions/blisters/,Blisters,Blisters_overview.html,,,,
NHS,Blood clots,https://www.nhs.uk/conditions/blood-clots/,Blood clots,Blood clots_overview.html,,,,
NHS,Blood groups,https://www.nhs.uk/conditions/blood-groups/,Blood groups,Blood groups_overview.html,,,,
NHS,Blood in semen (haematospermia),https://www.nhs.uk/conditions/blood-in-semen/,Blood in semen (haematospermia),Blood in semen (haematospermia)_overview.html,,,,
NHS,Blood in urine,https://www.nhs.uk/conditions/blood-in-urine/,Blood in urine,Blood in urine_overview.html,,,,
NHS,"Blood pressure (high), see High blood pressure (hypertension)",https://www.nhs.uk/conditions/high-blood-pressure-hypertension/,High blood pressure (hypertension),"Blood pressure (high), see High blood pressure (hypertension)_overview.html","Blood pressure (high), see High blood pressure (hypertension)_treatment.html",https://www.nhs.uk/conditions/high-blood-pressure-hypertension/treatment/,,
NHS,"Blood pressure (low), see Low blood pressure (hypotension)",https://www.nhs.uk/conditions/low-blood-pressure-hypotension/,Low blood pressure (hypotension),"Blood pressure (low), see Low blood pressure (hypotension)_overview.html",,,,
NHS,Blood pressure test,https://www.nhs.uk/conditions/blood-pressure-test/,Blood pressure test,Blood pressure test_overview.html,,,,
NHS,Blood tests,https://www.nhs.uk/conditions/blood-tests/,Blood tests,Blood tests_overview.html,,,,
NHS,Blood transfusion,https://www.nhs.uk/conditions/blood-transfusion/,Blood transfusion,Blood transfusion_overview.html,,,,
NHS,Blue skin or lips (cyanosis),https://www.nhs.uk/conditions/blue-skin-or-lips-cyanosis/,Blue skin or lips (cyanosis),Blue skin or lips (cyanosis)_overview.html,,,,
NHS,Blushing,https://www.nhs.uk/conditions/blushing/,Blushing,Blushing_overview.html,,,,
NHS,Body dysmorphic disorder (BDD),https://www.nhs.uk/conditions/body-dysmorphia/,Body dysmorphic disorder (BDD),Body dysmorphic disorder (BDD)_overview.html,,,,
NHS,Body odour (BO),https://www.nhs.uk/conditions/body-odour-bo/,Body odour (BO),Body odour (BO)_overview.html,,,,
NHS,Boils,https://www.nhs.uk/conditions/boils/,Boils,Boils_overview.html,,,,
NHS,Bone cancer,https://www.nhs.uk/conditions/bone-cancer/,Bone cancer,Bone cancer_overview.html,Bone cancer_treatment.html,https://www.nhs.uk/conditions/bone-cancer/treatment/,,
NHS,Bone cyst,https://www.nhs.uk/conditions/bone-cyst/,Bone cyst,Bone cyst_overview.html,,,,
NHS,Bone density scan (DEXA scan),https://www.nhs.uk/conditions/dexa-scan/,Bone density scan (DEXA scan),Bone density scan (DEXA scan)_overview.html,,,,
NHS,Borderline personality disorder,https://www.nhs.uk/conditions/borderline-personality-disorder/,Overview - Borderline personality disorder,Borderline personality disorder_overview.html,,,,
NHS,Botulism,https://www.nhs.uk/conditions/botulism/,Botulism,Botulism_overview.html,,,,
NHS,Bowel cancer,https://www.nhs.uk/conditions/bowel-cancer/,Bowel cancer,Bowel cancer_overview.html,Bowel cancer_treatment.html,https://www.nhs.uk/conditions/bowel-cancer/treatment/,,
NHS,Bowel cancer screening,https://www.nhs.uk/conditions/bowel-cancer-screening/,Bowel cancer screening,Bowel cancer screening_overview.html,,,,
NHS,Bowel incontinence,https://www.nhs.uk/conditions/bowel-incontinence/,Bowel incontinence,Bowel incontinence_overview.html,Bowel incontinence_treatment.html,https://www.nhs.uk/conditions/bowel-incontinence/treatment/,,
NHS,Bowel polyps,https://www.nhs.uk/conditions/bowel-polyps/,Bowel polyps,Bowel polyps_overview.html,,,,
NHS,"Bowel transplant, see Small bowel transplant",https://www.nhs.uk/conditions/small-bowel-transplant/,Small bowel transplant,"Bowel transplant, see Small bowel transplant_overview.html",,,,
NHS,Bowen's disease,https://www.nhs.uk/conditions/bowens-disease/,Bowen's disease,Bowen's disease_overview.html,,,,
NHS,"Brachycephaly and plagiocephaly, see Plagiocephaly and brachycephaly (flat head syndrome)",https://www.nhs.uk/conditions/plagiocephaly-brachycephaly/,Plagiocephaly and brachycephaly (flat head syndrome),"Brachycephaly and plagiocephaly, see Plagiocephaly and brachycephaly (flat head syndrome)_overview.html",,,,
NHS,Brain abscess,https://www.nhs.uk/conditions/brain-abscess/,Brain abscess,Brain abscess_overview.html,Brain abscess_treatment.html,https://www.nhs.uk/conditions/brain-abscess/treatment/,,
NHS,Brain aneurysm,https://www.nhs.uk/conditions/brain-aneurysm/,Brain aneurysm,Brain aneurysm_overview.html,Brain aneurysm_treatment.html,https://www.nhs.uk/conditions/brain-aneurysm/treatment/,,
